SEXO,EDAD,INGRESO,SCORE_DATACREDITO,ANT_SF,TIENE_HIPOTECA,ULTIMAPERTURA,SALDO_FIJO,SALDO_ROT,ESTADO_MORA_FIN,proba_mora,aprobacion,aprobacion_recalibrada
0,24,1.622408164,862,1.75,0,22,28.08288974,0.0,0.0,0.24358974358974358,1,0
1,27,1.731375876,788,0.0,0,-1,13.78132308,0.0,0.192307692,0.5416666666666666,1,0
1,38,4.556831615,697,11.17,0,60,56.54751154,83.57910256,4.230769231,0.6917098445595855,0,0
1,47,3.472657909,817,14.83,0,24,0.0,33.14300641,0.0,0.3663624511082138,1,0
0,48,15.67704171,830,20.83,0,5,77.43469487,8.438371795,0.0,0.07563025210084033,1,0
0,47,2.205770665,899,14.42,0,60,60.16329359,53.18740897,0.0,0.08254716981132075,1,0
1,57,1.722570405,778,6.17,-1,11,67.88714744,0.0,0.0,0.3663624511082138,1,0
1,19,1.312015286,336,0.25,0,4,42.13039487,1.7094,0.0,0.8394698085419735,0,0
1,61,1.403372055,947,33.25,0,60,0.0,1.556083333,0.0,0.08254716981132075,1,0
0,36,2.80674411,748,2.42,0,4,86.73927436,0.0,0.0,0.3663624511082138,1,0
0,49,2.141930995,798,3.58,0,44,91.38242821,36.95731923,0.0,0.3663624511082138,1,0
1,67,6.607405841,952,12.17,0,60,0.0,5.165735897,0.0,0.08254716981132075,1,0
1,36,2.751709912,769,2.08,0,10,87.20792692,65.40099103,0.0,0.3663624511082138,1,0
1,44,1.584984909,677,11.67,-1,9,93.36836154,81.25731538,0.0,0.5805626598465473,1,0
1,40,4.272855152,695,11.17,1,33,31.03840513,20.23737821,0.307692308,0.6917098445595855,0,0
0,30,3.672982391,579,1.58,0,4,126.8181333,101.8587526,0.0,0.8394698085419735,0,0
0,49,2.770421539,904,6.0,0,60,64.10563974,0.076923077,0.141025641,0.08254716981132075,1,0
0,37,2.797938639,853,0.33,0,5,0.0,54.21536154,0.0,0.24358974358974358,1,0
0,39,14.20982999,894,9.0,1,5,95.7817359,2.785623077,0.0,0.08254716981132075,1,0
0,60,2.948732342,870,6.58,0,60,0.0,9.830112821,0.0,0.24358974358974358,1,0
1,45,2.332349321,830,12.17,0,2,88.92191282,0.0,0.0,0.24358974358974358,1,0
0,46,1.740181348,836,3.83,0,47,38.58180256,0.0,0.0,0.24358974358974358,1,0
1,34,1.193141418,725,0.33,0,5,39.50753077,0.0,0.076923077,0.5805626598465473,1,0
1,45,1.795215546,716,1.08,0,9,81.96328718,75.77919615,0.217948718,0.6917098445595855,0,0
1,47,4.265150364,890,3.08,0,38,87.9403359,0.390516667,0.0,0.08254716981132075,1,0
1,39,2.406095147,844,14.17,0,38,31.61028462,38.76066026,0.0,0.07563025210084033,1,0
0,36,3.180976658,836,7.67,0,14,82.25693974,54.94954615,0.0,0.24358974358974358,1,0
1,36,3.426429183,721,8.08,0,60,272.9693897,58.47064103,1.576923077,0.6917098445595855,0,0
1,37,4.374118076,490,1.67,0,9,87.82764744,91.33112949,0.0,0.8394698085419735,0,0
1,33,1.229463988,584,0.0,0,-1,0.0,0.0,1.153846154,0.8394698085419735,0,0
1,53,1.539856867,713,0.0,0,-1,0.0,0.0,0.0,0.5805626598465473,1,0
1,37,5.295390555,691,8.17,0,34,54.95787308,58.7495859,0.948717949,0.6917098445595855,0,0
0,30,3.308655998,405,4.0,-1,15,69.57470513,91.54480256,4.641025641,0.8394698085419735,0,0
0,57,1.693952622,858,1.0,0,13,0.0,1.610439744,0.0,0.24358974358974358,1,0
0,32,1.640019107,703,5.25,1,60,0.0,0.0,0.0,0.5805626598465473,1,0
0,66,3.138049984,682,3.42,0,20,96.73043462,16.91663846,0.141025641,0.6917098445595855,0,0
0,44,22.19419147,611,14.17,0,2,14.65249231,79.09166282,0.141025641,0.7241379310344828,0,0
0,33,4.639382912,597,3.17,0,4,45.65024872,50.37297051,0.0,0.7241379310344828,0,0
1,29,2.664755879,835,1.75,0,16,76.31209487,37.11503333,0.0,0.24358974358974358,1,0
1,50,3.903025339,952,26.08,1,11,0.0,25.37576538,0.0,0.08254716981132075,1,0
0,53,22.37690501,602,11.83,0,18,49.19131923,65.42712949,0.5,0.7241379310344828,0,0
1,59,3.153459559,870,7.5,0,60,0.0,34.11269872,0.0,0.24358974358974358,1,0
1,38,2.825455738,753,4.58,0,23,55.82891154,76.76315128,0.0,0.3663624511082138,1,0
0,43,3.281138899,620,10.25,0,2,98.49688333,26.48925769,0.0,0.7241379310344828,0,0
0,61,4.593154186,780,11.17,0,17,60.13456538,85.07565897,0.0,0.3663624511082138,1,0
1,34,2.570097058,648,5.17,0,5,97.69916667,72.1903,0.064102564,0.5805626598465473,1,0
0,59,8.203397591,908,24.42,0,29,0.0,0.5141,0.0,0.08254716981132075,1,0
1,32,2.67906477,764,1.33,0,10,27.46226154,66.79215256,0.0,0.3663624511082138,1,0
0,65,5.642106004,899,3.0,0,-1,0.0,23.64065769,0.166666667,0.08254716981132075,1,0
1,57,4.703222582,757,22.08,0,16,83.75480897,40.07435897,0.0,0.3663624511082138,1,0
1,71,2.687870242,803,5.42,0,4,95.72895256,9.293989744,0.0,0.3663624511082138,1,0
0,53,24.84683983,849,19.33,0,25,4.732673077,8.582073077,0.0,0.07563025210084033,1,0
0,26,1.211853045,607,0.08,0,-1,0.0,8.174353846,0.0,0.7241379310344828,0,0
1,63,2.915711823,862,7.33,0,60,72.10227436,6.08209359,0.0,0.24358974358974358,1,0
1,36,3.06210279,716,2.75,0,34,39.35952564,47.81871923,0.0,0.5805626598465473,1,0
0,34,5.650911476,821,8.75,-1,37,83.62802564,36.60751538,0.0,0.3663624511082138,1,0
1,34,2.364269156,690,0.75,0,10,68.4617641,64.08300513,0.0,0.5805626598465473,1,0
0,57,22.02138409,680,12.25,1,5,72.71968205,72.67772821,0.115384615,0.6917098445595855,0,0
0,30,3.593733145,716,8.75,0,4,56.9365359,95.82106538,0.0,0.5805626598465473,1,0
0,40,1.476017197,386,8.92,0,60,0.641015385,0.0,0.923076923,0.8394698085419735,0,0
1,40,2.296026751,844,13.5,-1,-1,33.97472179,60.61001538,0.012820513,0.07563025210084033,1,0
1,25,6.740588601,789,2.25,0,7,80.10039359,55.68123846,0.0,0.3663624511082138,1,0
0,29,1.403372055,780,5.17,0,60,0.0,63.46881026,0.0,0.3663624511082138,1,0
1,32,4.082436826,776,4.42,0,3,10.76512308,6.625523077,0.0,0.3663624511082138,1,0
1,30,2.332349321,840,3.33,0,29,60.94648077,72.54102564,0.0,0.24358974358974358,1,0
1,19,1.409976159,602,0.33,0,5,0.0,28.92692308,0.0,0.7241379310344828,0,0
1,49,4.128665552,844,12.33,0,7,60.02760897,23.57273846,0.0,0.24358974358974358,1,0
1,57,1.740181348,803,0.67,0,9,63.26078077,36.3750359,0.0,0.3663624511082138,1,0
0,32,1.740181348,821,5.42,0,6,64.66617179,42.53750641,0.0,0.3663624511082138,1,0
0,33,1.695053306,757,13.92,0,2,47.3557641,95.77207564,0.0,0.3663624511082138,1,0
1,39,6.771407752,735,9.08,0,8,95.41153077,69.70245769,0.0,0.3663624511082138,1,0
0,47,2.205770665,740,5.58,0,9,72.35905897,65.82565513,0.012820513,0.3663624511082138,1,0
0,63,12.38709734,634,38.83,0,10,78.58532692,86.80062308,0.256410256,0.6917098445595855,0,0
1,34,11.01894717,698,14.33,1,26,85.34974231,62.88708718,0.0,0.5805626598465473,1,0
0,33,3.134747932,942,8.92,0,44,0.0,2.097669231,0.0,0.08254716981132075,1,0
1,36,2.888194724,917,3.75,1,3,0.0,21.34122949,0.0,0.08254716981132075,1,0
1,35,3.207393074,660,5.25,0,56,78.56227949,92.97153205,0.0,0.5805626598465473,1,0
0,33,9.62438059,675,4.92,0,8,65.93899615,58.76780769,0.743589744,0.6917098445595855,0,0
1,37,5.076354446,748,6.83,1,12,39.64072051,31.06861538,0.0,0.3663624511082138,1,0
0,40,2.442417718,942,1.08,-1,-1,0.0,5.135435897,0.0,0.08254716981132075,1,0
0,35,1.548662338,724,1.83,0,14,0.0,30.8120641,0.0,0.5805626598465473,1,0
0,59,1.512339767,872,0.0,0,-1,30.84083974,0.0,0.0,0.24358974358974358,1,0
0,59,1.383559744,593,0.0,0,-1,42.30769231,0.0,0.0,0.8394698085419735,0,0
1,55,4.24753942,876,10.08,0,4,77.65135256,98.35378846,0.0,0.24358974358974358,1,0
0,35,1.412177527,766,0.0,0,-1,0.0,0.0,0.0,0.3663624511082138,1,0
0,37,2.32354385,657,0.83,0,4,92.51642564,0.0,0.0,0.5805626598465473,1,0
1,54,5.700442254,849,26.08,0,8,66.74151538,37.62198974,0.0,0.07563025210084033,1,0
0,24,1.521145239,757,3.25,0,-1,0.0,17.58796667,0.269230769,0.5416666666666666,1,0
0,36,3.435234654,668,5.33,0,8,11.80384615,16.87692308,0.0,0.5805626598465473,1,0
0,59,1.850249745,788,4.42,0,9,82.74790769,48.24442564,0.0,0.3663624511082138,1,0
1,71,1.914089415,803,0.33,0,-1,89.14701282,0.0,0.0,0.3663624511082138,1,0
0,41,2.606419629,778,3.92,0,48,48.82004872,56.02657949,0.0,0.3663624511082138,1,0
0,43,1.758892976,762,4.83,0,-1,47.69487949,15.43589231,0.0,0.3663624511082138,1,0
0,39,1.275692715,780,1.83,0,23,0.0,0.0,0.0,0.3663624511082138,1,0
1,47,2.497451916,821,1.33,-1,4,26.62567179,18.78876667,0.0,0.3663624511082138,1,0
0,34,3.398912083,707,9.83,0,7,90.18695128,90.12555513,0.0,0.5805626598465473,1,0
1,80,1.348337857,788,2.17,0,27,0.0,0.0,0.0,0.3663624511082138,1,0
0,60,3.681787862,904,11.17,-1,7,0.0,22.47219872,0.653846154,0.37719298245614036,1,0
0,55,2.226683661,817,0.75,0,10,95.25150256,3.752134615,0.0,0.3663624511082138,1,0
0,30,2.244294604,657,2.0,0,25,85.2702359,26.91217179,0.0,0.5805626598465473,1,0
0,65,13.62866885,904,26.0,1,6,25.33090769,1.668323077,1.846153846,0.37719298245614036,1,0
0,47,1.840343589,716,2.67,0,2,64.32172949,0.171474359,0.0,0.5805626598465473,1,0
1,27,1.266887243,730,1.5,0,19,0.0,31.8504,0.666666667,0.6917098445595855,0,0
0,42,6.629419521,643,17.83,0,21,0.0,62.40794103,0.0,0.5805626598465473,1,0
0,43,3.818272674,680,5.33,0,10,70.01047821,53.84187436,0.038461538,0.5805626598465473,1,0
1,53,4.310278407,725,7.08,0,4,72.34048077,33.7911641,0.0,0.5805626598465473,1,0
0,52,4.948675106,684,12.42,0,2,78.82004487,81.81789487,0.0,0.5805626598465473,1,0
0,33,3.053297318,583,7.75,0,2,52.99303974,79.84583462,2.153846154,0.8394698085419735,0,0
1,44,1.74898682,500,0.5,0,7,16.58886282,28.48717949,1.333333333,0.8394698085419735,0,0
1,40,1.358244012,648,3.92,-1,9,79.48709359,0.0,0.0,0.5805626598465473,1,0
0,40,4.365312605,798,7.67,-1,15,0.0,44.21850385,0.0,0.3663624511082138,1,0
0,44,12.96055369,908,16.25,0,13,94.66391282,5.794978205,0.115384615,0.08254716981132075,1,0
0,35,4.273955836,872,12.83,0,21,0.0,7.062279487,0.0,0.07563025210084033,1,0
0,37,1.640019107,593,4.83,-1,2,85.47114487,103.8857872,0.0,0.8394698085419735,0,0
1,46,3.162265031,881,11.08,0,3,8.148192308,31.71580641,0.0,0.24358974358974358,1,0
0,66,6.134111737,730,3.5,0,3,84.99836026,78.21878718,0.358974359,0.6917098445595855,0,0
1,35,1.969123613,629,5.92,0,27,91.00750128,92.56153846,0.153846154,0.7241379310344828,0,0
0,40,17.86520144,913,8.83,1,10,1.208457692,4.628344872,0.0,0.08254716981132075,1,0
1,49,4.639382912,841,16.92,0,-1,84.66150513,67.12862308,0.141025641,0.07563025210084033,1,0
1,47,7.801647944,794,8.25,0,3,81.30312949,42.78102436,0.0,0.3663624511082138,1,0
0,36,2.957537813,794,5.33,0,15,64.18051667,35.76194359,0.0,0.3663624511082138,1,0
0,36,4.156182651,739,0.42,0,3,87.01547436,37.42775256,0.0,0.3663624511082138,1,0
1,34,2.979551493,675,2.0,0,3,90.55714103,8.568910256,0.0,0.5805626598465473,1,0
0,26,3.162265031,739,3.42,0,10,65.95224359,45.51351795,0.0,0.3663624511082138,1,0
1,55,6.134111737,716,27.25,0,48,51.83532821,85.81341282,0.58974359,0.6917098445595855,0,0
0,34,2.597614157,716,11.67,0,4,87.2515859,9.103846154,0.0,0.5805626598465473,1,0
1,34,3.593733145,938,1.75,0,22,0.0,0.091138462,0.0,0.08254716981132075,1,0
0,30,5.012514776,908,4.83,-1,5,0.0,15.44515769,0.0,0.08254716981132075,1,0
0,41,1.753389556,831,0.0,0,-1,2.753137179,0.0,0.0,0.24358974358974358,1,0
0,29,1.612502008,675,1.08,0,-1,99.59498205,0.0,0.0,0.5805626598465473,1,0
1,43,5.915075627,721,1.25,0,8,91.84818974,37.81449231,0.0,0.5805626598465473,1,0
0,55,4.948675106,971,7.42,0,18,0.0,0.004076923,0.0,0.08254716981132075,1,0
0,27,1.703858777,762,0.0,0,-1,0.0,0.0,5.0,0.5416666666666666,1,0
0,47,12.51477668,885,17.17,0,13,58.88008718,34.79870897,0.0,0.08254716981132075,1,0
0,58,13.60335312,957,31.33,-1,-1,0.0,2.60750641,0.0,0.08254716981132075,1,0
0,30,1.667536206,858,4.75,0,58,88.31748333,0.0,0.0,0.24358974358974358,1,0
0,40,3.217299229,684,6.17,0,-1,64.09213077,75.24935897,0.538461538,0.6917098445595855,0,0
1,52,5.012514776,660,10.17,0,5,93.00883077,62.33991795,2.153846154,0.6917098445595855,0,0
0,26,1.469413093,740,0.0,0,-1,46.52218205,0.0,0.0,0.3663624511082138,1,0
1,51,3.62014956,909,3.42,0,42,86.59302821,23.30192308,0.0,0.08254716981132075,1,0
1,53,3.198587602,826,20.0,0,2,86.48086538,79.33478846,0.0,0.07563025210084033,1,0
1,42,4.447863902,957,9.0,0,44,0.0,0.0,0.0,0.08254716981132075,1,0
0,43,2.337852741,646,5.58,0,19,90.92750897,83.15026667,0.435897436,0.6917098445595855,0,0
1,38,3.757735056,547,4.42,0,3,32.26857436,99.04502179,0.0,0.8394698085419735,0,0
0,33,2.879389252,564,4.0,-1,15,69.2915641,20.90618205,0.769230769,0.8394698085419735,0,0
1,52,5.382344588,875,12.83,1,11,33.82069744,26.60975897,0.320512821,0.37719298245614036,1,0
1,42,5.915075627,693,1.67,0,6,66.49542051,41.9515,0.0,0.5805626598465473,1,0
0,44,6.798924851,885,12.33,0,6,1.598961538,13.79839103,0.0,0.08254716981132075,1,0
1,45,4.356507133,780,15.33,0,31,62.84750256,22.59180897,0.0,0.3663624511082138,1,0
0,41,7.72019733,534,12.58,0,10,78.39579744,92.36634487,0.153846154,0.8394698085419735,0,0
1,37,1.776503919,564,0.0,0,-1,0.0,0.0,2.884615385,0.8394698085419735,0,0
1,43,1.640019107,808,0.0,0,-1,0.0,0.0,0.0,0.3663624511082138,1,0
0,33,3.043391163,507,3.0,0,28,78.66627949,0.0,2.923076923,0.8394698085419735,0,0
1,24,1.622408164,721,0.58,0,8,0.0,56.10657692,0.0,0.5805626598465473,1,0
0,27,2.99826312,764,2.0,0,23,45.59248846,45.73878974,0.243589744,0.5416666666666666,1,0
1,53,5.855638693,865,24.5,-1,60,48.47642051,48.57095641,0.0,0.07563025210084033,1,0
0,35,3.234910173,675,2.75,-1,-1,37.57800641,0.0,0.333333333,0.6917098445595855,0,0
1,32,3.964663641,652,1.33,0,7,74.87501667,92.91652179,0.179487179,0.6917098445595855,0,0
1,34,3.043391163,666,1.83,0,11,93.85755641,93.0304859,0.0,0.5805626598465473,1,0
1,39,6.443403931,762,2.83,0,2,84.58101538,13.09827692,0.0,0.3663624511082138,1,0
1,61,5.57166223,826,25.92,0,10,91.61239231,53.11262051,0.384615385,0.37719298245614036,1,0
1,34,1.548662338,661,7.33,-1,10,130.2390987,83.54324487,0.0,0.5805626598465473,1,0
1,30,2.149635783,794,2.67,0,6,41.4104859,0.0,0.0,0.3663624511082138,1,0
0,40,14.11847322,721,10.33,0,60,44.93635,96.32866282,0.282051282,0.6917098445595855,0,0
1,32,3.645465292,670,8.33,1,14,18.48931538,26.32071026,0.576923077,0.6917098445595855,0,0
1,61,4.064825882,876,15.83,0,48,33.23814231,0.49365,0.0,0.07563025210084033,1,0
0,49,2.587708001,579,0.42,0,6,106.4565872,26.66802308,4.0,0.8394698085419735,0,0
0,35,7.373481881,766,8.5,-1,60,64.04719231,29.47194872,0.0,0.3663624511082138,1,0
0,38,6.02404334,899,2.75,-1,3,0.0,6.83694359,0.0,0.08254716981132075,1,0
1,45,1.324122809,867,0.0,0,-1,0.0,0.0,0.08974359,0.24358974358974358,1,0
1,60,2.342255477,835,5.0,0,5,63.15360128,27.42135513,0.0,0.24358974358974358,1,0
0,35,1.61580406,576,0.0,0,-1,161.0782321,0.0,1.615384615,0.8394698085419735,0,0
1,49,1.567373966,766,0.0,0,-1,0.0,0.0,0.0,0.3663624511082138,1,0
1,54,16.88889476,913,24.75,-1,60,0.0,4.887807692,0.141025641,0.08254716981132075,1,0
0,37,4.075832722,836,2.25,0,28,0.0,44.70816538,0.0,0.24358974358974358,1,0
0,53,2.80674411,661,5.33,0,4,19.90614359,6.91025641,0.0,0.5805626598465473,1,0
0,61,3.31746147,789,0.92,0,7,98.67099231,81.87246795,0.0,0.3663624511082138,1,0
1,46,2.80674411,867,11.25,0,5,66.00660897,18.6062141,0.0,0.24358974358974358,1,0
1,40,2.506257388,678,10.5,0,60,0.0,59.14046154,0.0,0.5805626598465473,1,0
1,32,1.420982998,671,0.0,0,-1,76.23145385,0.0,0.0,0.5805626598465473,1,0
0,41,3.499074324,583,7.83,-1,3,88.95597436,68.38219615,3.371794872,0.8394698085419735,0,0
1,55,7.04547806,703,4.83,0,6,75.2320641,25.66885513,0.0,0.5805626598465473,1,0
1,40,1.88216958,803,0.0,0,-1,0.0,0.0,0.0,0.3663624511082138,1,0
1,25,1.25477972,627,0.0,0,-1,0.0,1.067441026,0.307692308,0.7241379310344828,0,0
1,55,10.84613979,481,10.92,0,19,78.96081282,74.30791154,1.179487179,0.8394698085419735,0,0
0,41,1.590488329,793,0.0,0,-1,82.04062051,0.0,0.0,0.3663624511082138,1,0
1,35,3.061002106,840,2.17,0,5,75.28180128,54.06263205,0.0,0.24358974358974358,1,0
1,40,1.457305569,740,2.75,0,18,58.9878359,0.0,0.0,0.3663624511082138,1,0
1,38,1.931700358,835,5.5,1,60,92.00136026,8.974358974,1.076923077,0.37719298245614036,1,0
1,39,2.861778309,634,0.33,0,5,94.78054103,0.0,0.0,0.5805626598465473,1,0
0,49,4.126464184,821,25.42,0,17,0.0,63.58276923,0.0,0.3663624511082138,1,0
1,55,1.457305569,462,2.58,0,32,69.9325641,0.0,5.0,0.8394698085419735,0,0
1,57,20.64442845,757,23.08,0,4,54.62085897,66.44133333,0.0,0.3663624511082138,1,0
0,28,1.420982998,602,1.33,0,17,100.5253026,102.1997705,0.0,0.7241379310344828,0,0
0,51,8.959567475,858,16.08,0,30,69.70126282,7.397692308,0.0,0.07563025210084033,1,0
0,51,2.296026751,803,12.92,-1,3,32.79699615,85.76195897,0.58974359,0.5416666666666666,1,0
0,42,2.570097058,798,7.58,1,3,0.0,3.412632051,0.0,0.3663624511082138,1,0
1,24,1.193141418,785,0.0,0,-1,32.10551282,0.0,0.0,0.3663624511082138,1,0
0,42,2.332349321,730,6.08,0,4,74.50270513,75.03995513,0.0,0.5805626598465473,1,0
1,50,2.597614157,475,6.42,0,36,86.51336538,84.23859872,4.923076923,0.8394698085419735,0,0
0,68,5.984418717,840,32.58,-1,60,52.32107436,12.09443333,0.0,0.07563025210084033,1,0
0,63,15.02103407,858,17.08,0,2,82.24011667,78.75592692,0.0,0.07563025210084033,1,0
1,54,1.567373966,817,0.33,0,2,31.80620897,0.0,0.0,0.3663624511082138,1,0
1,34,1.922894886,780,6.25,0,19,6.127860256,53.29039103,0.0,0.3663624511082138,1,0
0,20,1.275692715,519,0.17,0,2,15.42812308,0.0,0.0,0.8394698085419735,0,0
1,30,1.357143328,661,0.0,0,-1,11.26438462,0.0,0.0,0.5805626598465473,1,0
0,36,2.606419629,844,6.08,0,36,51.36782308,36.29224872,0.0,0.24358974358974358,1,0
1,43,2.687870242,721,4.0,0,8,0.0,19.88078333,0.0,0.5805626598465473,1,0
1,43,3.781950103,853,11.67,0,7,96.47678205,86.50931026,0.0,0.24358974358974358,1,0
0,70,8.667886224,794,23.75,0,41,70.99537949,90.22143718,0.0,0.3663624511082138,1,0
0,38,1.312015286,570,1.42,0,4,81.31785641,81.54670769,0.0,0.8394698085419735,0,0
1,50,2.570097058,835,1.42,0,3,54.59642821,91.71785641,0.0,0.24358974358974358,1,0
0,52,2.970746021,666,6.58,0,13,9.924646154,0.0,0.0,0.5805626598465473,1,0
1,51,14.01831098,757,13.08,0,3,78.22402949,67.64202436,0.115384615,0.5416666666666666,1,0
0,54,6.40708136,908,10.58,0,40,0.0,1.488028205,0.0,0.08254716981132075,1,0
1,36,2.059379698,875,6.92,0,11,0.0,5.042492308,0.0,0.24358974358974358,1,0
0,61,30.62543064,858,35.42,0,2,57.88070513,11.81838333,0.0,0.07563025210084033,1,0
1,51,1.859055216,862,12.42,0,17,85.14071667,42.20636538,0.0,0.24358974358974358,1,0
0,27,6.434598459,740,6.33,-1,14,98.61303974,61.09713718,0.41025641,0.5416666666666666,1,0
1,41,2.484243709,872,1.5,0,19,26.48907308,0.0,0.0,0.24358974358974358,1,0
1,56,11.77621774,729,7.67,0,6,75.43256667,70.64932051,0.076923077,0.5805626598465473,1,0
0,33,1.367049484,671,0.0,0,-1,0.0,0.0,0.0,0.5805626598465473,1,0
1,43,1.457305569,776,2.25,0,28,79.03237564,0.0,0.0,0.3663624511082138,1,0
0,41,1.728073825,841,4.17,0,51,48.14069487,0.0,0.0,0.24358974358974358,1,0
1,28,2.223381609,652,2.0,0,4,84.71774231,85.94394359,0.0,0.5805626598465473,1,0
1,34,1.567373966,862,2.92,-1,-1,83.85127821,0.0,0.115384615,0.24358974358974358,1,0
0,40,10.98042323,876,13.67,-1,11,69.85040513,9.629858974,0.0,0.07563025210084033,1,0
0,45,2.93442345,862,10.08,0,59,42.52810128,0.000553846,0.0,0.24358974358974358,1,0
1,33,3.679586495,698,6.08,0,4,0.0,83.95878974,0.0,0.5805626598465473,1,0
1,59,5.095066074,693,8.5,0,9,95.63547692,99.36910513,0.0,0.5805626598465473,1,0
1,55,2.187059038,894,3.42,0,13,52.74734487,7.66654359,0.0,0.08254716981132075,1,0
1,40,1.631213636,803,6.0,0,24,72.92019359,8.166155128,0.0,0.3663624511082138,1,0
0,40,7.100512258,588,12.08,0,6,101.9687308,86.42736154,0.256410256,0.8394698085419735,0,0
0,44,2.014251655,671,0.83,0,11,47.3734859,123.3037538,0.397435897,0.6917098445595855,0,0
1,32,3.398912083,739,6.0,0,51,70.22317564,106.1080154,0.179487179,0.5416666666666666,1,0
1,63,2.373074628,870,0.92,0,12,65.87742308,28.21687949,0.0,0.24358974358974358,1,0
0,35,11.36566262,730,4.83,-1,6,89.09579872,87.11274231,0.217948718,0.6917098445595855,0,0
1,36,3.034585691,881,5.25,-1,13,87.14596923,4.106641026,0.141025641,0.24358974358974358,1,0
0,54,1.156818847,753,4.5,1,5,57.15972564,51.29552949,1.038461538,0.5416666666666666,1,0
1,54,2.734098969,872,11.33,0,6,45.85321923,57.05015,0.0,0.24358974358974358,1,0
1,58,2.078091325,771,12.17,0,5,52.98043718,82.09557821,0.0,0.3663624511082138,1,0
0,44,1.895377787,771,1.75,0,-1,71.19279615,3.9692,0.0,0.3663624511082138,1,0
0,52,2.725293497,835,0.75,0,10,52.71044615,32.41538462,0.0,0.24358974358974358,1,0
0,50,17.54600309,789,21.17,0,15,86.05335,4.042488462,0.0,0.3663624511082138,1,0
1,26,2.378578048,807,5.92,-1,60,0.0,66.50930256,0.0,0.3663624511082138,1,0
0,31,8.3057612,657,4.75,0,7,65.90876538,70.7427359,0.0,0.5805626598465473,1,0
0,69,18.98569771,785,23.58,0,5,90.72241538,39.19075641,0.0,0.3663624511082138,1,0
1,35,11.57589326,646,3.58,-1,32,49.21262051,66.22906154,0.038461538,0.5805626598465473,1,0
1,47,1.594891065,730,1.92,0,24,61.01385897,40.23461538,0.0,0.5805626598465473,1,0
1,44,3.472657909,543,4.83,0,2,82.41444487,63.02217949,0.0,0.8394698085419735,0,0
1,29,1.767698447,812,2.5,0,-1,72.01062308,0.0,0.0,0.3663624511082138,1,0
0,29,2.93442345,870,4.17,-1,11,77.14983077,26.10448718,0.0,0.24358974358974358,1,0
1,35,3.226104701,923,5.58,1,60,0.0,0.157325641,0.0,0.08254716981132075,1,0
0,55,6.044956335,730,13.5,0,21,76.91135128,72.37661795,1.461538462,0.6917098445595855,0,0
1,55,3.034585691,447,11.83,0,18,108.611059,96.65624872,0.217948718,0.8394698085419735,0,0
0,31,4.064825882,780,6.25,0,60,56.04016538,49.66833333,0.115384615,0.5416666666666666,1,0
1,35,2.843066681,749,5.58,0,22,84.47745641,91.13210769,0.0,0.3663624511082138,1,0
1,34,4.575543242,844,8.33,1,26,4.462030769,18.12171538,0.064102564,0.24358974358974358,1,0
1,41,3.836984302,442,4.08,0,50,0.0,84.29904487,2.41025641,0.8394698085419735,0,0
0,42,2.6427422,776,16.5,0,4,85.1978,77.9377141,0.0,0.3663624511082138,1,0
1,45,4.593154186,826,14.5,0,13,80.63914103,15.53546026,0.0,0.07563025210084033,1,0
0,59,12.56210609,629,4.67,1,23,40.26753846,88.83345,0.051282051,0.7241379310344828,0,0
0,55,2.523868331,735,0.75,-1,6,86.64528974,15.52307692,0.0,0.3663624511082138,1,0
1,31,2.561291586,677,5.83,-1,23,64.25228205,102.8735346,0.0,0.5805626598465473,1,0
0,56,2.613023732,739,4.0,0,3,78.5812859,34.55824872,0.153846154,0.5416666666666666,1,0
1,35,2.414900619,680,2.75,0,3,91.62292179,20.21102692,0.0,0.5805626598465473,1,0
0,58,5.058743503,579,8.0,0,13,94.89414103,75.90383077,0.0,0.8394698085419735,0,0
0,37,1.548662338,721,0.42,0,-1,40.50255385,30.35520769,0.0,0.5805626598465473,1,0
1,44,3.226104701,890,6.83,0,12,29.27179487,8.129991026,0.0,0.08254716981132075,1,0
0,57,12.21318928,862,23.42,0,5,93.68415641,28.36774872,0.0,0.07563025210084033,1,0
0,48,34.00783247,798,12.17,0,6,64.6001141,87.01467821,0.0,0.3663624511082138,1,0
0,38,1.676341678,783,1.67,0,9,53.91410256,35.04718718,0.333333333,0.5416666666666666,1,0
0,49,5.829222278,803,8.33,0,-1,85.96338462,0.0,0.230769231,0.5416666666666666,1,0
1,31,2.187059038,867,6.83,0,60,0.0,0.0,0.0,0.24358974358974358,1,0
1,36,2.450122506,808,5.25,0,10,84.89649103,5.716973077,0.0,0.3663624511082138,1,0
1,43,4.082436826,716,6.25,0,10,77.30548205,0.0,0.0,0.5805626598465473,1,0
0,48,6.033949496,716,9.92,0,5,84.58276282,79.3973141,0.0,0.5805626598465473,1,0
1,33,2.104507741,633,0.0,0,-1,100.0,0.0,4.192307692,0.7241379310344828,0,0
1,38,3.44514081,631,7.0,0,13,25.61496154,26.91463974,0.0,0.7241379310344828,0,0
0,36,3.298749843,711,6.58,0,60,0.0,85.83207179,0.0,0.5805626598465473,1,0
1,58,21.71099121,789,21.17,0,8,52.96270769,45.3837,0.384615385,0.5416666666666666,1,0
1,43,1.986734556,771,8.33,0,15,84.00903077,26.48914231,0.051282051,0.3663624511082138,1,0
1,49,8.284848204,748,18.33,0,6,82.26457308,66.95395385,0.0,0.3663624511082138,1,0
