ID,SEXO,EDAD,INGRESO,SCORE_DATACREDITO,CRED_REESTRUCTURADO,ANT_SF,SALDO_SF,TIENE_HIPOTECA,ULTIMAPERTURA,SALDO_FIJO,SALDO_ROT,ESTADO_MORA_FIN,ESTADO_MORA_REAL,PROB_MORA,PRED_MORA
18761,F,24,1.349438541,712,0,2.08,5.470399,0,-1,74.43154103,0.0,0.0,0.0,0.40326536,1
130741,F,34,4.475381001,867,0,2.17,15.56257,0,4,51.73333205,49.94606154,0.0,0.0,0.15078317,0
4841,M,57,3.464953121,876,0,6.17,93.932369,0,5,86.24349744,0.0,0.0,0.0,0.18173523,0
492861,F,42,5.751073717,917,0,16.0,84.044925,-1,-1,0.0,7.632270513,1.076923077,1.076923077,0.22108325,0
341831,F,45,3.217299229,675,0,12.33,56.528927,0,5,99.76718718,44.54605256,0.205128205,0.0,0.6321737,1
10761,F,51,3.854595245,648,0,11.83,81.286611,0,4,84.53187051,57.98436026,0.128205128,0.012820513,0.6873309,1
325991,M,43,1.744584084,788,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.36053365,0
113371,M,34,1.914089415,744,0,3.67,6.443403,0,7,80.52275513,17.13367692,0.0,0.0,0.43466145,1
263271,M,68,18.89103889,867,0,37.75,111.701811,0,5,53.62020513,3.993853846,0.0,0.0,0.11807597,0
481551,M,33,1.850249745,648,0,0.42,5.452788,0,-1,50.87503333,0.0,0.0,0.0,0.5989577,1
71351,F,39,2.970746021,808,0,4.5,14.448678,0,20,42.21611667,0.0,0.0,0.0,0.34228653,0
397591,M,33,2.278415807,766,0,3.67,4.933265,0,45,1.380128205,71.16129615,0.0,0.0,0.40198967,1
266731,F,41,3.499074324,913,0,14.08,0.230042,0,3,0.0,6.427055128,0.0,0.0,0.0816075,0
248291,M,37,2.433612246,862,0,5.0,46.169289,-1,60,15.38461538,77.62657821,0.0,0.0,0.28038552,0
50321,M,36,2.232187081,607,0,0.83,4.47428,0,2,0.0,27.48413205,0.0,0.0,0.7122915,1
39621,M,27,3.918434915,740,0,4.17,11.425099,0,25,78.34542051,29.22314744,0.115384615,0.0,0.42498124,1
47411,F,34,1.710462881,769,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.36450812,0
478331,F,43,3.765439844,858,0,3.0,34.144317,0,37,72.32968205,26.80716795,0.0,0.0,0.20968337,0
189081,F,29,2.305932906,748,0,5.83,18.417744,0,15,91.13521795,54.41263462,0.0,0.0,0.39215624,0
492361,F,53,6.577687374,821,0,7.67,8.305761,0,-1,0.0,15.6586141,0.0,0.0,0.23132418,0
60991,F,31,5.259067984,817,0,2.42,62.42419,0,6,67.70103846,46.0334141,0.038461538,0.0,0.24384286,0
68511,F,32,1.576179437,640,0,0.0,0.0,0,-1,21.44932308,0.0,3.076923077,3.076923077,0.6873631,1
390341,F,35,3.275635479,844,0,0.75,88.308975,-1,7,14.11242179,9.797153846,0.128205128,0.0,0.24144393,0
516091,F,40,5.814913387,872,0,7.83,92.446446,1,19,47.53394103,26.82674103,0.0,0.0,0.14039358,0
287801,M,41,2.691172294,648,0,11.83,14.894455,0,5,61.51368974,62.53276538,0.128205128,0.0,0.7107058,1
283761,M,39,2.982853545,716,0,4.08,15.72327,0,10,101.3673167,59.07380641,0.0,0.0,0.59939253,1
506521,M,29,2.770421539,808,0,4.92,1.900881,0,4,58.17054872,32.68412051,0.0,0.0,0.3179327,0
453911,M,53,2.837563261,620,0,9.67,57.920191,1,28,95.7079859,81.01211795,0.0,0.0,0.7139757,1
269001,M,36,3.162265031,789,0,7.0,6.509444,0,13,86.23361795,42.8491641,0.0,0.0,0.36170802,0
202251,M,38,3.080814418,721,0,3.17,27.883626,0,11,74.35329359,12.14890256,0.0,0.0,0.55323493,1
19001,M,28,2.467733449,616,0,0.42,29.685446,0,5,56.90355769,46.65526282,0.0,0.0,0.611563,1
251711,M,56,3.526591423,652,0,4.33,31.350781,0,53,39.66692308,27.9234141,0.0,0.0,0.58861417,1
212181,M,37,2.13202484,657,0,6.08,15.525147,0,9,76.35044615,0.0,0.0,0.0,0.5700053,1
150861,M,55,1.494728824,634,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.58745605,1
286731,M,59,12.34967409,716,0,11.33,357.0971,0,6,84.08041282,98.09403974,0.012820513,0.0,0.5638574,1
236931,F,35,2.13202484,817,0,6.42,41.976784,0,3,77.50317821,0.0,0.0,0.0,0.3366033,0
492041,M,37,2.13202484,653,0,2.58,12.328761,0,-1,0.0,95.11432308,0.0,0.0,0.6307899,1
326771,M,40,3.726915905,947,0,8.42,0.0,0,9,60.37407436,0.0,0.0,0.0,0.12749422,0
188231,M,42,1.531051395,612,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.66366947,1
486061,F,47,2.260804864,867,0,13.08,3.664176,0,39,69.78357564,27.9898859,0.0,0.0,0.15648416,0
544251,F,33,2.150736467,725,0,2.58,6.773609,0,9,36.73927308,64.95920128,0.0,0.0,0.51990944,1
54721,F,51,2.825455738,798,0,9.75,0.968601,0,28,101.0699218,42.29042821,0.0,0.0,0.41099754,1
527671,M,31,1.81282649,807,0,5.58,37.350609,-1,24,46.21707308,73.08023462,0.0,0.0,0.37152302,0
73121,F,25,2.396188991,748,0,0.0,0.0,0,-1,76.47060769,0.0,0.0,0.0,0.3065992,0
507011,F,60,6.327832114,716,0,16.42,23.215626,0,58,59.82058205,84.88685385,2.897435897,0.0,0.6193662,1
464741,M,43,1.840343589,831,0,18.5,0.08145,0,22,34.30723205,4.849989744,0.0,0.0,0.21067089,0
65761,M,47,3.207393074,774,0,4.17,37.59276,0,16,87.70179103,41.11899744,0.243589744,0.243589744,0.5249668,1
51731,M,36,2.351060949,597,0,2.17,1.11169,0,26,4.710323077,0.0,0.0,0.0,0.6618062,1
401631,M,38,2.661453827,881,0,9.25,37.377026,1,34,52.95410256,1.66255,0.0,0.0,0.16951175,0
14291,F,71,4.192505222,942,0,11.17,0.115571,0,22,0.0,0.748510256,0.0,0.0,0.12130778,0
463741,M,27,8.434541223,771,0,4.33,69.849404,0,3,72.37846282,52.5538141,0.0,0.0,0.30350167,0
59781,M,38,1.631213636,789,0,6.75,0.297184,0,60,12.46653333,0.0,0.0,0.0,0.37379622,0
118811,M,35,2.178253566,730,0,3.0,116.520605,-1,2,88.12088718,81.99283718,0.0,0.0,0.5186412,1
204371,F,57,1.740181348,798,0,1.17,0.9664,0,15,61.24821795,0.0,0.0,0.0,0.3603703,0
160481,F,59,5.504520509,933,0,15.17,2.775924,0,14,0.0,6.435220513,0.0,0.0,0.092846155,0
455851,F,61,15.31271532,840,0,28.25,113.169023,0,12,84.5376359,14.40434231,0.0,0.0,0.14480735,0
249051,M,37,3.627854348,870,0,12.25,197.309708,1,11,0.5756,17.70429744,0.0,0.0,0.120063014,0
439931,F,59,6.689957139,885,0,18.58,78.271838,0,21,62.59742692,11.42595897,0.0,0.0,0.070686676,0
483491,M,47,2.13202484,846,0,8.75,1.715966,0,60,0.0,0.0,0.0,0.0,0.25506416,0
99991,M,26,1.306511866,607,0,0.25,0.62849,0,-1,0.0,5.8564,0.0,0.0,0.52599037,1
66581,F,45,7.46483865,743,0,17.5,119.683971,1,4,92.21666154,40.71249744,0.269230769,0.0,0.50415885,1
244171,F,43,1.594891065,830,0,0.0,0.0,0,-1,25.35846154,0.0,0.0,0.0,0.28960642,0
266471,F,35,9.524218349,962,0,8.75,12.848283,-1,60,0.7072,2.165375641,0.0,0.0,0.11428143,0
212051,F,53,6.033949496,844,0,17.17,24.162214,0,18,56.07402949,45.29337436,0.0,0.0,0.14226629,0
259131,M,60,13.61766202,757,0,20.92,243.11357,0,9,96.73816795,37.83848846,0.0,0.0,0.33037162,0
461331,M,32,4.712028054,607,0,4.33,115.711603,0,2,91.38885,85.01913077,1.935897436,1.653846154,0.8361116,1
464081,M,52,1.995540028,875,0,12.17,0.0,0,60,6.666666667,0.0,0.0,0.0,0.16834877,0
380211,F,29,1.703858777,808,0,7.92,0.689028,0,60,26.94892692,41.99187564,0.692307692,0.0,0.5649373,1
96521,F,34,2.761616068,789,0,4.08,31.056898,0,21,79.89908333,46.24203846,0.0,0.0,0.36450726,0
277381,M,23,1.315317338,657,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.41500393,1
128301,F,42,1.722570405,711,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.52310133,1
168341,F,53,7.582611834,858,0,13.58,38.949903,0,22,76.77160641,73.10398718,0.0,0.0,0.19645886,0
520571,M,22,1.804021018,821,0,0.0,0.0,0,-1,0.0,55.37820513,0.0,0.0,0.27955016,0
309591,F,48,6.571083271,913,0,7.5,0.432568,0,60,0.0,4.704687179,0.0,0.0,0.094432354,0
429901,F,35,10.19893762,634,0,9.33,114.632932,0,6,97.74080641,141.8939603,0.0,0.0,0.67668027,1
69321,F,75,11.91270255,865,0,20.67,129.422823,0,25,66.90983333,73.23476026,0.0,0.0,0.18605006,0
399161,M,69,7.264514169,692,0,23.83,79.984502,0,16,13.51241154,84.95174615,0.0,0.0,0.5466857,1
344541,M,48,2.278415807,836,0,6.42,18.495893,1,60,87.92502564,0.0,0.346153846,0.0,0.46218902,1
482401,M,39,1.426486418,899,0,11.75,0.0,0,60,0.0,2.281733333,0.0,0.0,0.1264078,0
359761,M,35,2.815549582,830,0,12.0,56.780983,-1,60,78.79179231,22.0608359,0.0,0.0,0.19536802,0
290711,M,55,11.52966453,689,0,2.75,139.806675,0,7,78.10877821,55.85695513,0.0,0.0,0.55237454,1
236191,M,35,3.12594246,867,0,4.17,2.888194,0,9,215.5760321,27.86105513,0.0,0.0,0.21146935,0
74131,M,39,3.447342178,794,0,2.67,74.854214,1,33,54.73878718,0.0,0.141025641,0.141025641,0.4582894,1
63781,F,49,3.180976658,830,0,12.33,12.010663,0,7,0.0,90.35680385,0.0,0.0,0.21889359,0
427301,M,36,3.390106612,748,0,1.83,28.393243,0,14,95.15378333,96.0425641,0.0,0.0,0.48975673,1
78031,M,43,1.831538117,693,0,3.25,15.257681,0,4,81.87399231,66.15144231,0.0,0.0,0.6257854,1
94331,F,40,6.543566172,616,0,8.33,113.219654,0,15,91.19164359,93.14389359,0.0,0.0,0.6708685,1
59921,M,52,4.548026143,712,0,6.17,84.490702,0,9,15.04809231,5.9868,0.0,0.0,0.47100276,1
207341,F,21,1.303209814,532,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.6740613,1
150971,F,36,3.417623711,785,0,5.42,10.486216,0,12,51.90264359,27.52918333,0.0,0.0,0.34599978,0
339571,F,50,4.803384823,867,0,8.83,111.634669,1,6,10.66318718,22.3018141,0.0,0.0,0.1484399,0
431461,M,47,1.731375876,342,0,11.83,0.0,0,60,160.9861846,0.0,6.0,6.0,0.6880325,1
526311,M,24,2.3818801,904,0,1.67,64.883118,-1,8,43.83690513,7.271785897,0.0,0.0,0.11293733,0
112401,F,53,6.617311997,757,0,2.67,93.362215,0,3,93.62030385,26.07695,0.346153846,0.0,0.58052266,1
87861,M,40,3.089619889,748,0,2.92,113.129398,-1,31,31.38686795,8.038461538,0.0,0.0,0.39171624,0
320721,M,72,7.965649854,981,0,6.17,115.677481,-1,25,0.0,0.0,0.0,0.0,0.123102255,0
144611,F,40,3.198587602,923,0,10.83,0.154095,0,60,0.0,24.69697308,0.0,0.0,0.13661338,0
348801,F,25,1.248175616,469,0,0.58,11.005738,0,8,87.17794872,0.0,0.0,0.0,0.7373841,1
324371,M,43,5.231550885,789,0,8.08,20.072072,0,5,0.0,28.77375513,0.0,0.0,0.31601194,0
17151,M,39,1.831538117,744,0,4.25,4.174894,0,-1,50.84446282,0.0,0.08974359,0.0,0.39394078,1
170701,M,44,2.342255477,753,0,4.08,16.231786,0,41,65.77171026,0.150646154,0.0,0.0,0.3505626,0
368821,M,38,5.915075627,867,0,10.08,26.42522,0,4,0.0,50.99904615,0.0,0.0,0.15289587,0
33891,M,33,1.622408164,766,0,3.5,3.300951,0,43,55.20508846,0.0,0.0,0.0,0.36454388,0
471971,F,53,5.140194116,881,0,13.75,31.530192,0,60,79.87527949,31.82728077,0.0,0.0,0.10168523,0
39771,M,35,5.249161829,840,0,1.67,51.376625,0,4,75.23756795,38.64585128,0.0,0.0,0.20132947,0
389911,M,54,1.722570405,725,0,0.83,2.830959,0,11,77.69237308,0.0,0.0,0.0,0.46927774,1
379171,M,39,2.287221279,690,0,1.33,4.369715,0,3,0.0,69.09431026,0.0,0.0,0.59180623,1
443641,M,32,1.631213636,556,0,0.58,33.308898,0,2,141.8266205,124.9914051,0.0,0.0,0.78811485,1
70821,M,36,1.658730735,648,0,1.58,0.158498,0,20,81.89874872,78.75143205,0.0,0.0,0.64570516,1
167411,F,42,3.882112344,661,0,12.25,26.437328,0,12,82.39296282,67.95391026,0.0,0.0,0.58597255,1
358951,M,38,1.703858777,730,0,4.33,15.024336,0,8,53.0544359,49.82852564,0.064102564,0.0,0.4901293,1
127961,F,45,6.871569993,748,0,2.42,48.963926,0,7,87.44353205,57.97948718,0.0,0.0,0.42918083,1
80811,M,56,2.661453827,641,0,10.33,26.716901,0,22,82.79265385,19.66622436,0.423076923,0.0,0.7485348,1
12901,M,61,8.293653676,858,0,15.08,199.26122,-1,19,74.8810859,39.5894141,0.0,0.0,0.15252683,0
205991,F,53,2.815549582,826,0,4.42,9.169798,0,32,48.30345897,6.691152564,0.0,0.0,0.23593588,0
420221,F,49,4.135269656,913,0,14.25,13.007883,0,3,0.0,11.80238974,0.0,0.0,0.0800557,0
25071,M,45,1.722570405,725,0,2.67,12.494964,0,6,87.35812949,0.0,0.0,0.0,0.4732728,1
42761,F,53,2.406095147,917,0,3.08,0.0,0,25,0.0,0.0,0.0,0.0,0.15259324,0
434441,F,56,4.611865813,876,0,11.17,36.520693,0,2,15.52670769,21.20465897,0.0,0.0,0.12267193,0
195011,M,36,1.648824579,716,0,7.83,61.148497,-1,3,46.22115385,96.60470256,0.0,0.0,0.5785356,1
324891,F,37,4.337795506,913,0,10.5,2.194763,0,4,0.0,2.298196154,0.0,0.0,0.087547876,0
502761,F,47,8.457655587,709,0,13.0,20.265793,0,43,41.39714744,54.39484615,0.0,0.0,0.45183408,1
494511,F,32,3.617948193,648,0,3.25,30.487845,0,10,55.26651667,87.06340769,0.0,0.0,0.64959425,1
336011,F,54,0.0,624,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.6521272,1
546571,M,38,13.30726914,500,1,4.08,465.535383,0,10,82.25842051,103.9567679,0.243589744,0.0,0.8403642,1
539911,M,34,1.531051395,668,0,3.92,1.215155,0,40,92.41340128,63.34659103,0.115384615,0.0,0.67065954,1
166351,F,41,2.93442345,698,0,1.67,2.637238,0,21,50.68769231,72.63604359,0.0,0.0,0.601788,1
479641,F,47,9.205019999,776,0,8.17,80.648214,0,2,18.58173205,60.84550897,0.0,0.0,0.37140834,0
237231,F,59,4.775867724,588,0,24.0,89.024419,0,6,59.68273974,72.19940385,0.487179487,0.333333333,0.8109169,1
541321,F,57,3.271232744,774,0,7.83,43.854551,-1,31,0.0,51.07558718,0.0,0.0,0.3747236,0
176821,F,52,5.359230225,830,0,10.25,92.508084,0,40,56.15562308,7.089053846,0.0,0.0,0.2184266,0
234651,F,33,6.771407752,721,0,3.17,151.732586,-1,11,90.41555,77.23678205,0.384615385,0.0,0.7181581,1
169691,F,42,1.567373966,836,0,13.25,0.882748,0,-1,0.0,80.77435897,0.461538462,0.0,0.432431,1
346671,M,35,1.728073825,500,0,1.83,26.917226,0,23,59.80476538,56.42051282,4.384615385,4.384615385,0.8848249,1
492481,F,42,12.78664562,840,0,10.42,178.062047,-1,7,83.6187641,62.00473462,2.769230769,0.0,0.51894516,1
154331,F,27,2.861778309,629,0,3.67,146.513143,-1,4,67.27210513,133.7049962,0.0,0.0,0.62349784,1
350821,F,33,3.107230833,894,0,8.75,0.649403,0,60,81.88984487,24.82390128,0.0,0.0,0.10406572,0
120131,M,58,5.227148149,693,0,7.33,27.68,0,5,72.7887359,34.78384487,0.0,0.0,0.55698574,1
70171,F,37,4.976192205,894,0,2.58,0.0,0,-1,66.88633974,0.0,0.0,0.0,0.09044235,0
47811,M,39,2.396188991,661,0,3.08,20.48703,0,12,101.246959,74.19510513,0.0,0.0,0.6214103,1
34361,F,45,9.524218349,853,0,9.0,322.141578,-1,3,42.19917692,15.79947564,0.0,0.0,0.19344655,0
139171,F,49,2.506257388,643,0,1.92,27.464266,0,4,89.57787436,78.38653846,2.153846154,2.153846154,0.8145732,1
165881,M,39,1.931700358,695,0,0.42,1.09518,0,6,35.71972308,15.30769231,0.153846154,0.153846154,0.667244,1
196571,M,59,29.20114559,794,0,31.17,419.420027,0,3,47.62559103,13.83469872,0.0,0.0,0.25041544,0
350251,M,47,5.803906547,762,0,4.42,21.641648,0,30,74.62801667,41.78956026,0.0,0.0,0.34019437,0
309151,F,35,1.942707198,817,0,8.08,32.489989,-1,7,52.94712692,78.11039231,0.025641026,0.0,0.37503752,0
65101,M,46,6.216663034,771,0,5.5,70.660608,0,7,93.5086141,32.15599231,0.0,0.0,0.37457684,0
336671,M,41,6.654735252,652,0,14.25,95.258693,1,18,73.18765641,106.6537654,0.038461538,0.038461538,0.5964025,1
218961,M,55,9.214926155,971,0,29.17,2.572298,0,60,0.0,5.350534615,0.243589744,0.0,0.20799877,0
521041,M,50,12.30454604,904,0,12.5,152.468944,1,34,63.02221795,26.16249487,0.08974359,0.0,0.075066276,0
227261,M,56,16.49705127,812,0,8.92,239.103779,1,10,87.8272359,1.294778205,0.538461538,0.0,0.5255775,1
136101,F,36,5.514426664,579,0,2.17,126.032716,1,2,92.64768205,79.66095128,0.064102564,0.064102564,0.7813306,1
411911,F,58,7.40099898,928,0,24.67,13.568131,0,16,11.50641026,28.21958462,0.012820513,0.0,0.103046544,0
96731,M,40,6.744991337,749,0,13.0,44.528169,0,8,40.95192564,39.92379231,0.0,0.0,0.3174176,0
378261,F,22,2.141930995,716,0,0.75,3.10723,0,10,0.0,46.81166026,0.0,0.0,0.50705135,1
291141,F,56,6.935409663,880,0,24.83,15.661632,0,60,0.0,21.62497821,0.0,0.0,0.10856614,0
98601,F,33,2.751709912,867,0,0.67,0.0,0,9,73.45771795,5.128205128,0.0,0.0,0.2274182,0
50511,M,36,6.270596548,563,0,2.17,47.290886,0,6,86.4211,46.64460513,0.294871795,0.0,0.84413683,1
247841,M,34,3.626753664,703,0,9.42,48.467517,0,23,89.79518846,49.60841923,1.794871795,1.794871795,0.73638755,1
358571,F,37,2.314738378,652,0,3.67,68.923729,-1,45,14.81230769,96.87176154,0.0,0.0,0.6239682,1
236071,M,34,2.93992687,710,0,10.92,63.31024,0,9,45.6927859,51.8258641,0.0,0.0,0.5616883,1
531941,M,63,9.870933798,909,0,25.08,12.3926,0,53,0.0,12.27884103,0.0,0.0,0.08493485,0
540371,M,45,2.406095147,875,0,1.08,6.881476,0,10,45.56337949,41.28968205,0.0,0.0,0.2320731,0
370851,F,40,1.203047573,698,0,0.33,8.804371,0,5,53.84423077,0.0,0.0,0.0,0.5965504,1
233601,F,37,4.903547064,721,0,6.58,71.617102,0,4,48.38611538,94.42094231,0.0,0.0,0.57359713,1
270461,M,37,7.482449594,933,0,8.0,1.984533,0,-1,0.0,2.248416667,0.0,0.0,0.107504256,0
244821,M,56,2.13202484,735,0,0.83,1.412177,0,-1,25.57991795,0.0,0.0,0.0,0.4118537,1
71281,F,62,4.593154186,894,0,36.17,11.409689,0,20,0.0,13.48926667,0.230769231,0.0,0.16041349,0
177111,M,57,7.27331964,821,0,10.5,298.956771,1,5,25.44073462,10.95422564,0.0,0.0,0.23145084,0
160111,F,60,4.164988123,894,0,3.5,16.894398,0,43,31.97904359,17.38910256,0.0,0.0,0.097098716,0
457821,F,47,1.564071914,780,0,5.67,15.03204,0,30,63.38434231,0.0,0.0,0.0,0.3550543,0
304951,F,53,2.38738352,867,0,0.5,7.057585,0,6,60.55450897,37.22615385,0.0,0.0,0.23481113,0
482471,M,35,1.478218565,680,0,2.58,29.055855,-1,4,74.05163974,34.07948718,0.0,0.0,0.61343545,1
63751,F,50,6.91779872,894,0,21.92,17.330269,0,6,46.01414359,59.73813718,0.0,0.0,0.09397259,0
375731,F,68,2.533774487,867,0,3.17,19.113377,0,22,79.05437436,0.0,0.0,0.0,0.21361434,0
210411,F,32,1.850249745,748,0,2.75,25.525961,0,3,75.20961923,38.64487179,0.217948718,0.217948718,0.5538545,1
471951,M,41,1.986734556,853,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.26147106,0
411731,M,27,1.908585995,537,0,0.25,0.895956,0,-1,25.28615897,0.0,0.0,0.0,0.6819848,1
39731,F,42,2.200267246,803,0,5.75,5.055441,0,14,57.64660641,46.40424487,0.525641026,0.0,0.60764813,1
541841,M,59,1.94050583,817,1,0.25,8.125249,0,4,87.54720769,56.76165769,0.435897436,0.0,0.56155926,1
415631,M,32,5.495715037,629,0,6.42,57.111188,0,13,72.64101538,79.8048359,0.0,0.0,0.67484903,1
128711,M,30,2.214576137,858,0,2.17,17.671481,0,5,62.59892821,48.69251795,0.0,0.0,0.23128916,0
545191,M,37,3.117136988,725,0,5.92,161.8941,-1,21,78.24062949,31.97825641,0.0,0.0,0.45354995,1
44731,M,47,3.095123309,844,0,8.58,36.679192,0,8,84.22253846,13.11330513,0.243589744,0.243589744,0.3633368,0
317641,M,57,2.570097058,885,0,8.17,2.267408,0,60,70.56997051,22.17148718,0.0,0.0,0.1364387,0
227571,F,47,6.762602281,812,0,19.92,95.184947,0,4,82.31642179,14.5464859,0.5,0.0,0.468145,1
340151,F,47,3.171070503,908,0,1.92,16.098603,0,-1,72.28751923,33.94891282,0.0,0.0,0.11764477,0
229171,F,54,4.848512865,862,0,30.83,45.680585,0,49,68.52620897,49.81853718,0.0,0.0,0.14663763,0
207531,M,38,1.193141418,399,0,8.75,62.932706,1,60,48.23530769,64.78097051,3.41025641,0.512820513,0.83117074,1
55251,M,40,3.353784041,812,0,6.67,0.115571,0,60,0.0,2.321051282,0.0,0.0,0.34450895,0
318701,M,40,8.203397591,709,0,13.67,30.345856,0,28,25.64102564,59.41779103,1.679487179,1.564102564,0.67690414,1
484601,M,29,1.831538117,636,0,1.75,6.407081,0,11,50.89259103,35.36469872,0.0,0.0,0.56602776,1
70341,M,50,13.06071593,849,0,13.58,102.54412,0,6,78.96674615,34.85969487,0.0,0.0,0.14238854,0
312051,F,38,1.461708305,703,0,3.17,0.904762,0,21,41.71781282,78.50625897,0.0,0.0,0.6084132,1
94561,M,33,1.895377787,766,0,5.08,3.645465,0,5,46.7543,53.53003974,0.0,0.0,0.41036785,1
409981,M,83,4.032906047,817,0,14.92,26.687183,0,27,79.86851538,21.22321026,0.0,0.0,0.2194693,0
475261,M,46,1.922894886,757,0,3.58,6.113198,0,44,71.33243462,0.0,0.269230769,0.269230769,0.5395701,1
371521,F,22,1.25477972,671,0,0.0,0.0,0,-1,86.16300769,0.0,0.0,0.0,0.4386094,1
416931,M,28,8.923244904,899,0,3.83,109.277004,-1,3,9.593235897,31.35484744,0.0,0.0,0.07790665,0
158271,F,39,2.086896797,639,0,1.25,34.799224,0,5,93.2504141,97.69551538,0.115384615,0.0,0.7431896,1
513101,F,29,2.989457648,532,0,4.83,8.273841,0,-1,66.48077051,93.92579231,5.987179487,5.987179487,0.8415756,1
518841,F,47,2.396188991,776,0,0.92,5.249161,0,2,90.47304872,0.0,0.0,0.0,0.3912108,0
116111,M,58,11.15653267,867,0,5.17,158.461067,0,4,42.6685359,1.458276923,0.0,0.0,0.14960869,0
364901,F,27,5.286585083,840,0,4.25,9.036615,0,19,36.75866282,28.65397179,0.0,0.0,0.15064245,0
6821,F,39,6.115400109,849,0,8.25,83.730129,0,60,84.91296923,51.97727051,0.064102564,0.0,0.19799127,0
21431,M,55,1.567373966,858,0,4.75,35.169054,1,45,0.0,1.164102564,0.0,0.0,0.2545241,0
489051,F,38,1.856853848,739,0,3.17,6.413685,0,6,74.46512308,27.40557179,0.0,0.0,0.4361037,1
347021,F,57,2.953135078,918,0,6.25,52.218648,0,28,87.14026026,0.0,0.0,0.0,0.11469318,0
370751,F,39,3.226104701,771,0,1.33,8.891325,0,5,88.49039872,45.73275769,0.0,0.0,0.3949651,1
231891,M,39,3.447342178,875,0,6.58,17.290644,0,54,38.57373718,32.68541667,0.0,0.0,0.15924425,0
149541,F,56,2.587708001,689,0,0.0,0.0,0,-1,0.0,0.0,0.0,0.0,0.51031697,1
368221,M,61,1.722570405,762,0,1.08,4.139672,0,3,85.85307821,0.0,0.0,0.0,0.39140296,0
517681,F,48,2.815549582,588,0,2.33,3.659774,0,15,51.18849103,29.34044872,0.0,0.0,0.73030365,1
243111,F,55,3.372495668,835,0,9.92,8.917741,0,7,79.94239359,33.91412564,0.0,0.0,0.26355353,0
366821,F,45,7.437321551,794,0,9.33,70.733253,0,13,82.38238846,60.86152821,0.179487179,0.0,0.4892945,1
228661,M,49,3.499074324,710,0,9.0,7.732304,0,32,0.0,89.59052821,0.076923077,0.076923077,0.5957831,1
160851,M,36,2.13202484,670,1,8.92,53.856466,0,60,90.17483718,0.0,1.166666667,0.0,0.70563316,1
5601,F,36,6.179239779,771,0,7.92,182.622181,-1,60,61.83705128,38.15078077,0.0,0.0,0.34404847,0
31251,M,43,1.576179437,611,0,2.0,23.209022,0,2,15.67692308,55.72753718,0.0,0.0,0.71340096,1
13061,M,64,13.77175777,913,0,4.33,32.236831,0,2,30.82909231,2.751458974,0.0,0.0,0.08995038,0
150941,F,50,1.512339767,853,0,4.33,1.109489,0,8,62.48958077,0.0,0.0,0.0,0.2578066,0
239701,F,34,2.294926067,753,0,9.42,6.006432,0,15,29.80555513,21.65979615,0.0,0.0,0.380506,0
108461,F,29,3.089619889,841,0,4.83,13.967679,0,48,11.95535256,36.62084615,0.064102564,0.0,0.18761946,0
10141,F,46,1.676341678,469,0,0.0,0.0,0,-1,0.0,0.0,4.846153846,4.846153846,0.80662143,1
204551,F,41,13.38982043,539,0,11.83,130.122858,0,19,62.17460513,73.45070256,0.384615385,0.0,0.82576823,1
345091,M,42,3.845789773,766,0,4.17,92.61485,-1,5,73.83665128,41.18876795,0.0,0.0,0.3770277,0
85431,F,57,8.276042732,844,0,12.17,14.425564,0,6,92.84280769,18.72222949,0.0,0.0,0.15913172,0
94621,F,27,1.503534296,780,0,5.42,1.865659,0,60,14.93247308,65.84866795,0.0,0.0,0.36762324,0
128751,M,49,2.040668071,853,0,4.0,0.589966,0,30,10.15934359,7.803988462,0.0,0.0,0.24484125,0
356531,M,61,1.548662338,532,0,4.08,13.649581,0,19,68.82893205,83.37852308,3.230769231,3.230769231,0.8682105,1
337531,M,42,6.845153578,556,0,11.83,92.612649,0,2,52.23197436,95.92504744,0.512820513,0.0,0.84377444,1
300711,M,44,7.054283531,862,0,8.08,75.165707,-1,3,66.06463462,17.96038718,0.0,0.0,0.18917304,0
128521,M,57,7.692680231,957,0,5.75,263.13281,-1,60,0.0,0.0,0.0,0.0,0.123102255,0
484901,M,27,1.512339767,789,0,6.0,1.935002,0,60,18.3932,60.84768846,0.0,0.0,0.34465614,0
63881,M,33,7.893004713,757,0,11.67,112.438169,-1,5,56.60848077,47.19594359,0.0,0.0,0.31444347,0
17401,M,39,9.561641604,687,0,16.5,136.051142,0,21,64.57119615,75.94930513,0.230769231,0.0,0.60535854,1
58411,F,36,19.1585051,876,0,5.5,327.980707,1,8,62.46437179,71.07111923,0.076923077,0.0,0.18609707,0
31831,M,45,1.367049484,830,0,1.58,7.676169,0,-1,83.53784103,0.0,0.0,0.0,0.2945654,0
369091,M,66,4.358708501,899,0,19.17,1.681845,0,23,0.0,13.24684231,0.0,0.0,0.076282345,0
